Date,Year,Avg_Price,Total_Volume,Small_4046,Medium_4225,Large_4770,Other_PLU,Total_Bags,Small_Bags,Medium_Bags,Large_Bags,Type,Region
2016-06-19,2016,0.89,1153583,627217,228843,74763,222760,222759,139198,70961,12600,conventional,Houston
2016-06-12,2016,0.83,1209996,589477,236621,110055,273843,273843,114672,149148,10023,conventional,Houston
2016-06-05,2016,0.85,1182842,555561,242491,110458,274332,274331,92784,170944,10603,conventional,Houston
2016-05-29,2016,0.82,1128599,554092,247280,116263,210964,210964,91662,110662,8640,conventional,Houston
2016-05-22,2016,0.68,1378762,569011,339100,169714,300937,300937,125724,165911,9302,conventional,Houston
2016-05-15,2016,0.69,1343567,614770,335853,95672,297272,297271,102107,192425,2739,conventional,Houston
2016-05-08,2016,0.65,1406284,670566,293099,185667,256952,256952,107636,146298,3018,conventional,Houston
2016-05-01,2016,0.68,1308614,601670,368704,89822,248418,248419,84090,159462,4867,conventional,Houston
2016-04-24,2016,0.67,1393043,656323,324423,163348,248949,248949,100133,144364,4452,conventional,Houston
2016-04-17,2016,0.69,1310678,782314,191432,153135,183797,183796,119863,57278,6655,conventional,Houston
2016-04-10,2016,0.7,1271741,757578,188936,151966,173261,173261,117793,50450,5018,conventional,Houston
2016-04-03,2016,0.72,1256919,684633,264272,181951,126063,126063,56500,66016,3547,conventional,Houston
2016-03-27,2016,0.75,1345865,553962,406713,177920,207270,207269,75819,124377,7073,conventional,Houston
2016-03-20,2016,0.76,1162026,538381,327365,121839,174441,174441,62893,103045,8503,conventional,Houston
2016-03-13,2016,0.76,1136963,585649,247462,185545,118307,118308,63280,48441,6587,conventional,Houston
2016-03-06,2016,0.76,1091432,698790,182051,86478,124113,124115,77569,39419,7127,conventional,Houston
2016-02-28,2016,0.76,1048304,674833,180298,85512,107661,107661,77330,24044,6287,conventional,Houston
2016-02-21,2016,0.8,966991,566062,200935,90646,109348,109348,64627,38634,6087,conventional,Houston
2016-02-14,2016,0.67,1191352,518192,334137,210029,128994,128994,67727,55041,6226,conventional,Houston
2016-02-07,2016,0.69,1323490,528670,424427,203798,166595,166596,71539,75750,19307,conventional,Houston
2016-01-31,2016,0.74,1131583,484446,348543,161507,137087,137088,68194,46086,22808,conventional,Houston
2016-01-24,2016,0.91,867295,259465,363892,79193,164745,164743,83636,63963,17144,conventional,Houston
2016-01-17,2016,0.83,1071139,447913,369479,116441,137306,137306,82818,50111,4377,conventional,Houston
2016-01-10,2016,0.84,1095288,434472,437751,85369,137696,137695,78471,58067,1157,conventional,Houston
2016-01-03,2016,0.78,1061567,356962,454200,113069,137336,137335,87330,49678,327,conventional,Houston
2016-12-25,2016,1.13,135849,9561,59101,1963,65224,65224,39632,25547,45,conventional,Indianapolis
2016-12-18,2016,1.19,122036,9114,56820,1974,54128,54128,33415,20669,44,conventional,Indianapolis
2016-12-11,2016,1.17,133480,10029,61399,2771,59281,59281,38874,20250,157,conventional,Indianapolis
2016-12-04,2016,1.18,144732,9441,70442,5144,59705,59705,34658,24180,867,conventional,Indianapolis
2016-11-27,2016,1.34,103729,8422,43655,1231,50421,50420,26199,24221,0,conventional,Indianapolis
2016-11-20,2016,1.29,124674,9062,52842,1517,61253,61252,29000,32252,0,conventional,Indianapolis
2016-11-13,2016,1.29,127579,8853,56482,1725,60519,60521,31532,28947,42,conventional,Indianapolis
2016-11-06,2016,1.37,126205,9100,55558,1578,59969,59969,30459,29181,329,conventional,Indianapolis
2016-10-30,2016,1.2,139575,9278,61450,1683,67164,67163,26069,41094,0,conventional,Indianapolis
2016-10-23,2016,1.31,142946,7987,65585,2220,67154,67155,28374,38780,1,conventional,Indianapolis
2016-10-16,2016,1.27,138921,10968,60050,1953,65950,65952,35704,30248,0,conventional,Indianapolis
2016-10-09,2016,1.2,143912,11357,61270,2174,69111,69111,36547,32111,453,conventional,Indianapolis
2016-10-02,2016,1.31,146709,14489,66598,2092,63530,63530,36081,27446,3,conventional,Indianapolis
2016-09-25,2016,1.39,150805,16855,68404,2557,62989,62988,37498,25490,0,conventional,Indianapolis
2016-09-18,2016,1.26,153212,16666,67689,2707,66150,66150,40789,25361,0,conventional,Indianapolis
2016-09-11,2016,1.29,157333,17414,70737,3135,66047,66048,44188,21860,0,conventional,Indianapolis
2016-09-04,2016,1.31,160672,17530,75640,3253,64249,64249,47773,16371,105,conventional,Indianapolis
2016-08-28,2016,1.27,167402,13732,78139,2802,72729,72728,49838,21877,1013,conventional,Indianapolis
2016-08-21,2016,1.3,160969,15022,73966,3406,68575,68575,44090,24245,240,conventional,Indianapolis
2016-08-14,2016,1.27,169421,15863,79507,4255,69796,69795,39950,28560,1285,conventional,Indianapolis
2016-08-07,2016,1.33,163339,20926,77899,5742,58772,58771,36454,21522,795,conventional,Indianapolis
2016-07-31,2016,1.27,159574,16079,80211,6277,57007,57006,34005,22329,672,conventional,Indianapolis
2016-07-24,2016,1.2,178390,14627,82110,9887,71766,71766,37248,29878,4640,conventional,Indianapolis
2016-07-17,2016,1.08,195710,15915,93316,9427,77052,77052,39495,32642,4915,conventional,Indianapolis
2016-07-10,2016,1.12,191786,15126,96588,9531,70541,70541,39858,25083,5600,conventional,Indianapolis
2016-07-03,2016,1.1,205563,15758,97348,9153,83304,83304,47612,29634,6058,conventional,Indianapolis
2016-06-26,2016,1.15,183555,14453,90386,15030,63686,63686,41778,16249,5659,conventional,Indianapolis
2016-06-19,2016,1.13,193533,17469,91178,19044,65842,65841,34458,25320,6063,conventional,Indianapolis
2016-06-12,2016,1.12,186723,19443,89226,19115,58939,58940,39160,13631,6149,conventional,Indianapolis
2016-06-05,2016,1.05,208087,16444,100387,21893,69363,69363,39936,23087,6340,conventional,Indianapolis
2016-05-29,2016,1.01,210387,13153,109784,12496,74954,74953,47279,24844,2830,conventional,Indianapolis
2016-05-22,2016,0.87,214847,10858,105337,17820,80832,80833,46352,29563,4918,conventional,Indianapolis
2016-05-15,2016,0.88,212807,11249,98565,23506,79487,79486,46726,27196,5564,conventional,Indianapolis
2016-05-08,2016,0.93,228601,17356,106300,18839,86106,86106,54973,27767,3366,conventional,Indianapolis
2016-05-01,2016,0.92,207488,16728,106590,12071,72099,72098,43567,26782,1749,conventional,Indianapolis
2016-04-24,2016,0.95,217736,12803,116191,22244,66498,66499,32258,30148,4093,conventional,Indianapolis
2016-04-17,2016,0.97,218238,15361,113833,24253,64791,64790,27683,33415,3692,conventional,Indianapolis
2016-04-10,2016,1.07,168009,15421,84834,11125,56629,56630,29066,26375,1189,conventional,Indianapolis
2016-04-03,2016,0.99,154099,13073,73684,14509,52833,52832,23048,26829,2955,conventional,Indianapolis
2016-03-27,2016,0.99,195374,10458,103262,23243,58411,58412,26547,27197,4668,conventional,Indianapolis
2016-03-20,2016,1.12,168887,12096,91016,16825,48950,48950,27044,18685,3221,conventional,Indianapolis
2016-03-13,2016,1.03,179067,11923,97729,17714,51701,51701,28613,19278,3810,conventional,Indianapolis
2016-03-06,2016,0.96,208284,11773,116610,24631,55270,55270,26421,23929,4920,conventional,Indianapolis
2016-02-28,2016,0.99,188077,11031,107091,16742,53213,53212,26222,23948,3042,conventional,Indianapolis
2016-02-21,2016,1.03,153498,10807,91309,8892,42490,42490,23611,17285,1594,conventional,Indianapolis
2016-02-14,2016,0.83,219872,13526,133957,15622,56767,56767,27240,27220,2307,conventional,Indianapolis
2016-02-07,2016,0.88,240237,13927,145592,27708,53010,53011,24153,25269,3589,conventional,Indianapolis
2016-01-31,2016,0.98,175610,8329,102864,22381,42036,42036,20098,17063,4875,conventional,Indianapolis
2016-01-24,2016,0.93,168035,1804,93614,23023,49594,49595,23375,21451,4769,conventional,Indianapolis
2016-01-17,2016,0.97,171405,5231,105607,12443,48124,48123,26459,19618,2046,conventional,Indianapolis
2016-01-10,2016,1.0,173238,4590,101117,18455,49076,49076,25431,20247,3398,conventional,Indianapolis
2016-01-03,2016,0.95,184670,5974,109973,25839,42884,42883,15994,19313,7576,conventional,Indianapolis
2016-12-25,2016,0.81,187804,70780,31214,208,85602,85602,30893,54709,0,conventional,Jacksonville
2016-12-18,2016,0.84,162502,49887,27329,104,85182,85182,26270,58844,68,conventional,Jacksonville
2016-12-11,2016,1.17,116052,33586,18098,127,64241,64241,27971,36270,0,conventional,Jacksonville
2016-12-04,2016,0.89,206010,63726,35344,133,106807,106807,33109,73698,0,conventional,Jacksonville
2016-11-27,2016,1.36,111672,32945,18662,95,59970,59971,19808,40163,0,conventional,Jacksonville
2016-11-20,2016,1.36,117496,35507,19385,192,62412,62411,22359,40052,0,conventional,Jacksonville
2016-11-13,2016,1.31,140703,51958,22431,213,66101,66101,26431,39670,0,conventional,Jacksonville
2016-11-06,2016,1.41,127895,43990,21711,290,61904,61905,16137,45768,0,conventional,Jacksonville
2016-10-30,2016,1.41,115122,38168,20159,207,56588,56588,13461,43127,0,conventional,Jacksonville
2016-10-23,2016,1.35,119840,42785,22755,212,54088,54087,11699,42388,0,conventional,Jacksonville
2016-10-16,2016,1.12,157329,48625,36096,228,72380,72380,11681,60621,78,conventional,Jacksonville
2016-10-09,2016,1.31,135520,43060,35356,144,56960,56960,16656,40304,0,conventional,Jacksonville
2016-10-02,2016,1.31,159577,54429,29513,94,75541,75541,23305,52236,0,conventional,Jacksonville
2016-09-25,2016,1.26,158194,58290,21093,145,78666,78666,29683,48983,0,conventional,Jacksonville
2016-09-18,2016,1.05,175929,72171,27540,84,76134,76133,23455,52678,0,conventional,Jacksonville
2016-09-11,2016,1.1,150296,70096,23110,149,56941,56942,22376,34566,0,conventional,Jacksonville
2016-09-04,2016,0.94,239246,128269,34370,158,76449,76449,29049,47400,0,conventional,Jacksonville
2016-08-28,2016,1.14,177300,90635,32155,113,54397,54397,29304,24543,550,conventional,Jacksonville
2016-08-21,2016,1.11,189700,90679,36441,189,62391,62391,34194,26027,2170,conventional,Jacksonville
2016-08-14,2016,1.11,206617,98780,43133,218,64486,64487,22539,39348,2600,conventional,Jacksonville
2016-08-07,2016,1.23,151752,70054,30914,331,50453,50452,21944,24593,3915,conventional,Jacksonville
2016-07-31,2016,1.23,152777,67403,31854,440,53080,53079,25243,23055,4781,conventional,Jacksonville
2016-07-24,2016,1.21,156317,69899,39378,494,46546,46546,21263,21141,4142,conventional,Jacksonville
2016-07-17,2016,1.22,165454,77112,34465,413,53464,53464,25221,23918,4325,conventional,Jacksonville
2016-07-10,2016,1.19,164680,78118,34028,680,51854,51854,26529,19443,5882,conventional,Jacksonville
2016-07-03,2016,0.93,272151,137102,48699,1135,85215,85215,37397,41823,5995,conventional,Jacksonville
2016-06-26,2016,1.19,159129,75055,31812,749,51513,51513,24644,23013,3856,conventional,Jacksonville
2016-06-19,2016,0.94,226775,115508,41557,1509,68201,68202,23712,39990,4500,conventional,Jacksonville
2016-06-12,2016,1.2,151429,75764,28485,983,46197,46198,20062,22606,3530,conventional,Jacksonville
2016-06-05,2016,0.95,221144,124676,32124,784,63560,63559,19483,40947,3129,conventional,Jacksonville
2016-05-29,2016,0.92,242169,141301,36411,982,63475,63476,22105,40394,977,conventional,Jacksonville
2016-05-22,2016,1.17,160652,83011,27438,357,49846,49847,20620,27240,1987,conventional,Jacksonville
2016-05-15,2016,0.79,257370,98257,59902,276,98935,98937,19410,77620,1907,conventional,Jacksonville
2016-05-08,2016,0.8,224520,113355,34526,280,76359,76358,30054,46304,0,conventional,Jacksonville
2016-05-01,2016,0.68,370646,169412,70592,249,130393,130393,37626,92767,0,conventional,Jacksonville
2016-04-24,2016,0.8,267226,104786,61113,134,101193,101191,21102,79513,576,conventional,Jacksonville
2016-04-17,2016,1.0,184827,88553,31280,185,64809,64810,23218,41248,344,conventional,Jacksonville
2016-04-10,2016,0.8,261081,106315,54201,196,100369,100369,19745,79967,657,conventional,Jacksonville
2016-04-03,2016,1.01,181662,84766,27201,150,69545,69545,27121,42424,0,conventional,Jacksonville
2016-03-27,2016,1.06,158323,70255,27912,402,59754,59753,19304,40449,0,conventional,Jacksonville
2016-03-20,2016,1.07,140301,59970,26015,269,54047,54046,19113,34933,0,conventional,Jacksonville
2016-03-13,2016,0.81,241654,103140,47857,316,90341,90341,18011,72330,0,conventional,Jacksonville
2016-03-06,2016,1.06,155655,71185,26488,503,57479,57479,17429,40050,0,conventional,Jacksonville
2016-02-28,2016,0.77,253490,108081,43494,218,101697,101697,23365,78332,0,conventional,Jacksonville
2016-02-21,2016,1.01,141336,63677,22329,212,55118,55118,18439,36679,0,conventional,Jacksonville
2016-02-14,2016,0.95,151724,74836,23878,377,52633,52633,20566,32067,0,conventional,Jacksonville
2016-02-07,2016,0.54,369758,191441,57532,594,120191,120189,53302,66879,8,conventional,Jacksonville
2016-01-31,2016,1.04,151247,76816,21969,256,52206,52206,21692,30514,0,conventional,Jacksonville
2016-01-24,2016,0.93,192194,116714,18557,473,56450,56450,27533,28917,0,conventional,Jacksonville
2016-01-17,2016,1.21,118231,73497,9811,302,34621,34621,21733,12888,0,conventional,Jacksonville
2016-01-10,2016,0.95,181585,122360,10625,273,48327,48326,20678,27648,0,conventional,Jacksonville
2016-01-03,2016,1.09,148599,103296,8715,488,36100,36101,20713,15388,0,conventional,Jacksonville
2016-12-25,2016,0.82,292039,107318,43302,7607,133812,133813,54018,79795,0,conventional,LasVegas
2016-12-18,2016,0.81,297506,88443,49296,7073,152694,152695,58264,94431,0,conventional,LasVegas
2016-12-11,2016,0.83,339329,83683,55353,6832,193461,193461,68317,125144,0,conventional,LasVegas
2016-12-04,2016,0.91,315049,93964,56503,5327,159255,159256,49384,109473,399,conventional,LasVegas
2016-11-27,2016,0.86,255656,104641,41993,4857,104165,104165,44173,59992,0,conventional,LasVegas
2016-11-20,2016,1.12,237141,94283,29776,5608,107474,107474,54759,52715,0,conventional,LasVegas
2016-11-13,2016,1.1,259547,114476,32699,6683,105689,105689,51797,53892,0,conventional,LasVegas
2016-11-06,2016,1.2,225301,84138,29998,8196,102969,102970,52183,50534,253,conventional,LasVegas
2016-10-30,2016,1.16,223089,79019,31779,7158,105133,105134,42631,62503,0,conventional,LasVegas
2016-10-23,2016,1.13,254999,67268,48015,8492,131224,131224,47831,83393,0,conventional,LasVegas
2016-10-16,2016,1.08,315744,88625,51474,5357,170288,170288,74347,95941,0,conventional,LasVegas
2016-10-09,2016,1.16,276031,121482,40083,5061,109405,109405,66104,43301,0,conventional,LasVegas
2016-10-02,2016,1.22,246513,93430,45097,5877,102109,102109,58716,43393,0,conventional,LasVegas
2016-09-25,2016,1.2,242300,98373,44922,5907,93098,93098,51565,41533,0,conventional,LasVegas
2016-09-18,2016,1.12,278479,117939,57221,5319,98000,98000,38957,59043,0,conventional,LasVegas
2016-09-11,2016,0.89,378865,200297,70912,5573,102083,102084,46479,55605,0,conventional,LasVegas
2016-09-04,2016,1.03,335180,158224,69349,5841,101766,101765,44440,57325,0,conventional,LasVegas
2016-08-28,2016,1.03,288423,123740,56927,6192,101564,101564,55035,46529,0,conventional,LasVegas
2016-08-21,2016,1.0,302708,141809,50486,5836,104577,104577,60676,43901,0,conventional,LasVegas
2016-08-14,2016,1.08,295536,129728,53955,6998,104855,104855,63416,41439,0,conventional,LasVegas
2016-08-07,2016,1.11,311533,144863,57549,7063,102058,102058,64259,37605,194,conventional,LasVegas
2016-07-31,2016,1.17,284566,125463,54745,7320,97038,97038,59986,37052,0,conventional,LasVegas
2016-07-24,2016,1.15,283863,110869,58714,7525,106755,106755,66233,40005,517,conventional,LasVegas
2016-07-17,2016,1.08,283074,118910,52024,7496,104644,104644,71630,31541,1473,conventional,LasVegas
2016-07-10,2016,1.0,357787,153906,69545,7717,126619,126619,78101,47343,1175,conventional,LasVegas
2016-07-03,2016,1.0,362137,135214,82727,9481,134715,134715,88177,46538,0,conventional,LasVegas
2016-06-26,2016,0.94,352407,130217,74317,12079,135794,135793,88463,47330,0,conventional,LasVegas
2016-06-19,2016,0.91,364255,164910,76173,11019,112153,112153,64076,47967,110,conventional,LasVegas
2016-06-12,2016,0.94,348022,146589,75379,18142,107912,107912,62278,45519,115,conventional,LasVegas
2016-06-05,2016,0.89,410771,156235,109764,13189,131583,131583,55549,76034,0,conventional,LasVegas
2016-05-29,2016,0.89,391994,131708,115790,11870,132626,132626,46241,86166,219,conventional,LasVegas
2016-05-22,2016,0.93,318913,122332,89287,15173,92121,92122,37170,54952,0,conventional,LasVegas
2016-05-15,2016,0.86,317622,131370,107125,1468,77659,77658,41031,36627,0,conventional,LasVegas
2016-05-08,2016,0.83,427575,170359,144990,8687,103539,103538,46596,56942,0,conventional,LasVegas
2016-05-01,2016,0.85,363105,122125,115747,8420,116813,116812,65346,51258,208,conventional,LasVegas
2016-04-24,2016,0.83,359872,125413,120811,8101,105547,105548,45052,60496,0,conventional,LasVegas
2016-04-17,2016,0.81,379464,143901,110596,6531,118436,118437,44935,73502,0,conventional,LasVegas
2016-04-10,2016,0.87,354098,151863,91834,6305,104096,104097,48047,56050,0,conventional,LasVegas
2016-04-03,2016,0.84,298711,158984,62626,6877,70224,70223,47115,23108,0,conventional,LasVegas
2016-03-27,2016,0.85,314268,155873,72324,7122,78949,78949,41425,37524,0,conventional,LasVegas
2016-03-20,2016,0.82,332283,127950,116702,13632,73999,74000,36410,37590,0,conventional,LasVegas
2016-03-13,2016,0.79,344613,130880,109512,6824,97397,97396,41534,55862,0,conventional,LasVegas
2016-03-06,2016,0.91,311403,139919,86200,6810,78474,78474,51368,27106,0,conventional,LasVegas
2016-02-28,2016,0.86,316564,122523,98921,14452,80668,80667,43897,36770,0,conventional,LasVegas
2016-02-21,2016,0.83,337403,121215,124296,6448,85444,85445,40526,44919,0,conventional,LasVegas
2016-02-14,2016,0.79,371468,144507,110750,7331,108880,108879,47967,60912,0,conventional,LasVegas
2016-02-07,2016,0.74,437747,191144,142489,10625,93489,93488,51889,41599,0,conventional,LasVegas
2016-01-31,2016,0.92,285052,117236,87110,14510,66196,66196,48986,17210,0,conventional,LasVegas
2016-01-24,2016,1.08,158978,9727,81835,6141,61275,61274,44326,16948,0,conventional,LasVegas
2016-01-17,2016,0.88,289298,108072,98544,12497,70185,70185,42601,27584,0,conventional,LasVegas
2016-01-10,2016,0.83,309217,118959,110550,6134,73574,73575,40602,32973,0,conventional,LasVegas
2016-01-03,2016,0.8,332972,103711,138143,15505,75613,75613,36619,38994,0,conventional,LasVegas
